escuela,sexo,edad,tipo_hogar,tamano_familia,estado_padres,educacion_madre,educacion_padre,trabajo_madre,trabajo_padre,apoderado,tiempo_viaje,tiempo_estudio,reprobaciones,soporte_educacional,soporte_familiar,pago_extra,actividades,ed_superior,internet,relacion_amorosa,relacion_familiar,tiempo_libre,salir,alcohol_dia,alcohol_fin_de_semana,salud,ausencias,nota_final
GP,H,17,U,IMayor3,S,4,4,salud,otro,madre,1,3,0,no,si,no,no,si,si,no,4,4,2,1,2,4,2,15
GP,M,18,U,IMayor3,J,4,2,profesora,otro,madre,1,2,0,no,si,no,si,si,si,no,4,2,2,1,1,3,0,17
GP,H,21,R,IMayor3,J,1,1,en_casa,otro,padre,2,2,2,no,si,no,si,no,si,si,5,3,3,5,2,4,21,10
GP,M,20,R,IMenor3,J,1,1,otro,otro,padre,2,3,0,no,no,no,no,si,si,si,3,2,2,1,3,3,8,15
GP,M,19,U,IMenor3,J,4,4,profesora,otro,padre,1,1,1,no,si,no,no,si,si,si,3,2,5,4,4,5,5,11
GP,H,17,U,IMayor3,S,3,2,otro,otro,madre,1,2,0,no,si,no,no,si,si,no,4,4,4,1,2,5,10,18
GP,M,18,U,IMenor3,J,3,2,en_casa,otro,padre,1,3,0,no,si,no,no,si,si,si,4,3,4,1,2,2,5,17
GP,H,18,R,IMenor3,J,2,3,otro,publico,padre,1,1,0,no,no,no,no,si,si,no,3,1,3,4,5,4,13,14
GP,H,19,U,IMenor3,J,2,1,otro,otro,madre,1,1,0,no,no,no,no,si,si,no,5,3,4,1,4,4,10,11
GP,M,18,U,IMayor3,S,2,2,publico,otro,madre,2,2,0,no,si,no,no,si,si,no,4,1,4,1,3,4,10,17
GP,M,20,U,IMenor3,J,1,0,otro,otro,madre,2,1,1,si,no,no,no,si,si,si,5,3,1,1,1,5,5,10
GP,M,18,U,IMenor3,J,3,2,publico,otro,madre,1,2,0,no,si,no,si,si,si,si,3,1,2,1,2,1,4,13
MS,M,16,U,IMenor3,J,1,3,en_casa,otro,padre,2,1,0,no,si,no,no,no,si,si,4,3,3,1,3,5,11,11
MS,M,16,R,IMenor3,J,2,2,otro,otro,madre,2,2,0,no,si,no,si,si,si,no,4,4,4,1,1,5,0,12
MS,M,15,R,IMenor3,J,1,1,en_casa,publico,madre,1,1,1,no,si,no,no,si,no,si,4,1,3,1,1,2,6,10
MS,M,15,R,IMenor3,J,3,3,en_casa,otro,madre,2,1,0,no,si,no,no,si,si,no,5,4,4,2,3,5,4,11
MS,M,16,R,IMenor3,J,2,3,en_casa,publico,madre,2,2,0,no,no,no,no,si,no,no,4,5,2,1,2,5,0,17
MS,M,15,R,IMayor3,J,2,1,en_casa,otro,madre,2,1,0,no,no,no,no,no,no,no,1,3,4,1,1,1,0,9
MS,H,16,R,IMayor3,S,4,4,en_casa,otro,madre,1,2,0,no,si,no,no,si,no,no,5,3,2,1,3,2,5,11
MS,H,16,U,IMenor3,S,1,2,otro,otro,madre,1,3,0,si,no,no,no,si,si,no,4,4,3,1,1,5,0,11
MS,M,17,R,IMenor3,J,3,2,en_casa,otro,padre,1,2,1,no,no,no,no,si,no,si,4,5,4,1,2,5,0,10
MS,M,17,R,IMenor3,J,1,1,otro,otro,padre,1,1,1,no,si,no,no,no,si,no,5,4,4,2,2,5,0,7
MS,M,15,R,IMenor3,J,4,4,profesora,otro,madre,2,1,0,no,no,no,no,si,si,si,1,5,1,3,5,5,0,14
MS,M,16,U,IMayor3,S,2,2,en_casa,otro,madre,2,4,0,no,no,no,si,no,no,si,1,2,1,1,1,1,4,11
MS,M,15,R,IMayor3,J,1,1,en_casa,publico,padre,2,2,0,no,si,no,no,si,si,no,5,4,3,1,2,4,0,10
MS,M,15,R,IMayor3,J,1,1,otro,publico,madre,2,1,1,no,si,no,no,si,si,si,4,4,3,1,2,2,4,8
MS,M,16,R,IMenor3,J,0,2,otro,otro,madre,2,1,0,no,si,no,si,si,no,no,3,2,3,1,2,2,0,12
MS,M,17,R,IMenor3,J,2,3,otro,otro,madre,2,1,0,no,si,no,no,si,si,no,5,5,5,1,3,3,2,12
MS,M,15,R,IMenor3,J,3,3,otro,publico,padre,2,1,0,no,no,no,no,si,si,no,4,1,3,1,1,4,0,16
MS,H,16,U,IMenor3,J,1,1,en_casa,publico,madre,2,2,0,no,si,no,si,si,no,si,5,4,5,4,5,3,0,0
MS,H,17,U,IMenor3,J,1,1,otro,otro,madre,1,2,0,no,no,si,no,si,si,no,4,4,3,2,4,5,4,9
MS,H,15,R,IMayor3,J,4,1,salud,publico,padre,1,2,0,no,si,no,si,si,si,no,5,3,4,1,2,2,0,14
MS,H,15,R,IMayor3,J,4,1,salud,publico,padre,1,2,0,no,si,no,si,si,si,no,5,3,4,1,2,2,7,8
MS,H,16,R,IMenor3,J,3,4,otro,salud,madre,3,2,0,no,no,no,no,si,no,no,3,4,5,1,2,5,4,11
MS,H,15,R,IMenor3,J,1,1,otro,otro,madre,4,2,0,no,si,no,si,si,no,si,5,4,5,2,4,4,8,9
MS,H,15,U,IMayor3,J,3,3,en_casa,en_casa,padre,1,2,0,no,si,no,si,si,si,no,5,3,3,1,1,5,0,11
MS,H,17,R,IMenor3,J,2,1,otro,otro,madre,3,1,0,no,no,no,si,no,no,si,5,5,5,5,5,3,8,9
MS,M,16,R,IMenor3,J,4,4,profesora,profesor,madre,2,3,0,no,no,no,si,si,si,si,4,2,2,1,1,4,6,17
MS,M,15,R,IMenor3,J,1,2,otro,publico,madre,2,1,0,no,no,no,no,si,no,no,5,1,2,1,1,1,3,13
MS,M,16,R,IMenor3,J,2,3,otro,publico,madre,3,2,0,no,si,no,no,si,si,no,4,5,4,1,2,1,2,15
MS,H,16,R,IMenor3,J,1,2,otro,otro,padre,2,2,0,no,no,no,no,si,no,no,4,3,3,1,1,5,0,11
MS,M,16,R,IMenor3,J,2,2,otro,otro,madre,3,2,0,no,si,no,no,si,si,no,4,4,5,1,1,4,4,11
MS,M,16,U,IMenor3,J,1,2,otro,publico,madre,1,3,1,no,si,no,no,si,no,no,1,3,2,1,2,4,0,8
MS,M,16,U,IMenor3,J,1,2,otro,publico,madre,1,3,1,no,si,no,no,si,no,no,1,3,2,1,2,4,3,8
MS,M,15,U,IMenor3,J,2,1,en_casa,otro,madre,1,2,0,si,si,no,no,si,si,no,4,4,2,3,3,2,0,9
MS,M,16,U,IMenor3,J,1,1,en_casa,otro,padre,1,2,0,no,si,no,no,si,no,si,5,4,3,2,1,2,0,15
MS,H,17,R,IMayor3,J,1,2,en_casa,publico,madre,1,1,0,no,si,no,si,si,si,no,5,5,5,5,5,3,4,11
MS,M,16,R,IMenor3,J,1,1,otro,otro,padre,4,4,0,no,si,no,no,si,si,no,4,3,2,1,1,1,0,13
MS,M,16,R,IMenor3,J,1,1,en_casa,otro,padre,4,3,0,si,si,no,no,si,no,no,4,4,3,1,1,5,2,10
MS,M,15,R,IMenor3,J,1,1,en_casa,otro,padre,2,2,0,no,si,no,si,si,si,no,4,3,3,1,1,2,1,11
MS,M,16,R,IMenor3,J,1,1,en_casa,otro,madre,2,1,0,no,no,no,si,si,si,si,4,2,2,4,3,2,0,14
MS,M,15,R,IMenor3,J,1,1,en_casa,en_casa,padre,3,2,0,no,si,no,no,si,no,no,4,2,1,1,2,2,0,14
MS,M,15,R,IMayor3,J,2,2,otro,otro,padre,1,3,0,si,si,no,no,si,no,no,4,4,3,2,2,5,2,12
MS,H,16,R,IMenor3,J,1,1,en_casa,otro,padre,2,1,0,no,no,no,si,si,no,no,3,4,4,3,4,5,6,11
MS,M,18,U,IMenor3,J,1,2,otro,otro,padre,1,2,1,no,si,no,si,si,si,si,3,4,4,2,3,5,9,8
MS,H,15,U,IMenor3,J,3,1,otro,publico,madre,2,1,0,no,si,no,no,si,no,no,3,2,3,1,3,4,0,11
MS,M,16,R,IMenor3,J,2,2,otro,publico,padre,3,2,0,no,si,no,si,si,si,no,5,3,4,1,1,2,1,14
MS,H,15,U,IMenor3,J,2,2,salud,otro,madre,3,1,0,no,no,no,no,si,no,no,4,3,3,1,2,4,1,13
MS,H,16,U,IMenor3,J,4,4,otro,profesor,padre,1,2,0,no,si,no,si,si,no,si,4,3,1,1,1,3,0,13
MS,M,15,R,IMenor3,J,3,3,publico,otro,madre,1,2,0,no,si,no,no,si,si,si,4,5,4,1,1,1,4,12
MS,M,16,R,IMenor3,J,2,2,en_casa,otro,madre,2,2,1,no,si,no,si,si,no,no,4,4,4,2,3,5,2,12
MS,M,16,R,IMayor3,J,2,2,otro,otro,padre,3,1,0,no,si,no,si,si,no,si,4,3,2,1,1,4,0,16
MS,H,16,U,IMayor3,J,2,1,en_casa,publico,madre,2,1,0,no,si,no,si,si,si,no,2,4,3,2,3,4,4,10
MS,H,15,R,IMayor3,J,1,3,en_casa,otro,padre,3,1,0,no,si,no,si,si,si,no,4,2,4,3,5,3,2,11
MS,M,15,U,IMenor3,J,2,2,otro,publico,madre,2,3,0,no,si,no,si,si,no,no,5,3,2,1,1,4,0,14
MS,M,16,R,IMayor3,J,2,1,otro,otro,madre,1,1,0,no,si,no,no,si,si,si,5,4,3,1,1,5,2,8
MS,H,15,U,IMenor3,J,3,3,publico,publico,padre,2,1,0,no,si,no,si,si,si,no,4,3,3,2,4,3,11,11
MS,M,16,R,IMenor3,J,1,1,en_casa,otro,padre,2,2,3,si,si,no,no,si,no,no,3,4,3,1,1,1,0,8
MS,M,17,U,IMenor3,J,2,2,otro,en_casa,madre,1,1,0,no,si,no,si,no,no,no,4,5,3,1,1,5,4,10
MS,M,19,U,IMenor3,J,2,3,en_casa,publico,padre,1,1,1,no,no,no,no,no,si,si,4,4,4,1,1,2,0,10
MS,M,17,R,IMenor3,J,2,1,en_casa,otro,madre,3,1,0,no,si,no,si,no,no,si,5,5,3,1,1,3,2,11
MS,M,15,R,IMayor3,J,1,1,en_casa,otro,madre,2,1,0,no,si,no,no,no,no,si,5,2,1,1,3,4,0,9
MS,M,16,R,IMenor3,J,2,2,otro,otro,padre,3,2,0,no,si,no,no,no,si,no,3,4,5,1,2,1,1,11
MS,M,16,U,IMayor3,S,2,2,otro,otro,madre,1,1,0,no,si,no,no,no,no,no,4,3,4,1,2,1,6,8
MS,M,17,R,IMenor3,J,2,2,en_casa,otro,madre,2,2,0,no,si,no,no,si,si,no,4,3,5,1,2,4,0,11
MS,M,16,U,IMenor3,J,2,2,otro,publico,padre,1,1,1,no,si,si,si,si,si,no,4,4,3,1,4,3,1,10
MS,M,18,R,IMayor3,S,3,2,otro,otro,padre,2,3,2,no,si,no,no,no,no,si,3,3,2,1,1,2,6,10
MS,M,19,U,IMenor3,J,1,1,en_casa,publico,madre,1,3,1,no,no,no,si,no,no,si,5,3,1,1,1,3,6,9
MS,H,18,R,IMenor3,J,1,1,otro,otro,madre,2,1,1,no,no,no,si,no,si,no,4,4,3,3,4,4,0,10
MS,M,18,R,IMenor3,J,1,1,en_casa,en_casa,madre,2,1,1,no,no,no,no,no,si,si,3,2,3,1,1,2,4,10
MS,M,19,U,IMenor3,J,1,1,otro,otro,padre,2,2,1,no,si,no,no,si,si,si,1,1,4,4,1,1,12,9
MS,M,16,R,IMenor3,S,2,2,salud,otro,madre,1,2,0,no,no,no,no,si,no,si,3,3,2,1,1,3,2,10
MS,M,17,U,IMenor3,J,0,1,otro,en_casa,padre,2,1,0,no,no,no,si,si,no,no,2,4,4,3,5,5,5,10
MS,M,16,R,IMayor3,J,1,2,en_casa,otro,madre,1,2,0,no,no,no,si,no,si,no,4,4,5,1,3,3,0,9
MS,M,16,U,IMenor3,J,3,3,otro,otro,madre,1,1,0,no,no,no,si,no,si,si,4,5,4,1,1,4,0,13
MS,M,16,R,IMayor3,J,1,1,publico,publico,madre,1,1,0,no,si,no,si,si,si,si,4,4,4,2,2,4,2,14
MS,H,17,U,IMenor3,J,3,3,publico,en_casa,madre,2,4,1,no,si,si,si,si,no,no,5,4,5,3,4,5,0,10
MS,M,16,U,IMenor3,J,2,1,otro,publico,madre,1,2,0,no,si,no,si,si,si,no,5,3,3,1,1,1,0,14
MS,M,16,U,IMenor3,J,2,2,publico,otro,madre,1,1,0,no,si,si,si,si,no,si,4,2,5,1,2,5,0,16
MS,H,17,U,IMenor3,J,1,2,otro,otro,padre,1,1,1,no,si,no,si,no,si,si,5,3,5,5,5,1,12,7
MS,H,16,U,IMayor3,J,4,3,otro,otro,padre,1,1,0,no,no,no,si,si,si,no,4,2,5,1,5,5,8,13
MS,H,17,R,IMayor3,J,2,2,publico,publico,madre,3,4,1,no,si,no,no,si,no,no,1,3,5,3,5,3,2,9
MS,M,16,U,IMenor3,J,1,1,otro,otro,padre,1,4,0,si,si,no,si,si,si,no,2,2,1,1,1,5,0,14
MS,M,19,U,IMayor3,J,2,2,otro,otro,madre,1,3,0,no,no,no,no,si,si,si,5,4,5,1,1,1,0,13
MS,M,17,R,IMenor3,J,1,1,en_casa,otro,madre,2,1,0,no,si,no,si,si,si,si,4,4,5,1,2,5,0,11
MS,M,20,U,IMenor3,J,3,3,en_casa,publico,madre,2,2,1,no,no,no,si,si,si,si,3,3,4,2,4,3,8,10
MS,M,17,U,IMayor3,J,1,1,otro,publico,padre,1,3,0,no,si,no,no,si,no,si,4,3,3,1,1,3,0,10
MS,H,17,R,IMenor3,J,2,2,otro,otro,madre,3,1,1,no,si,no,no,si,si,no,4,4,5,1,2,5,0,9
MS,M,16,R,IMayor3,J,1,1,en_casa,otro,padre,3,2,0,no,si,no,no,si,no,no,5,3,2,1,1,1,0,18
MS,M,17,R,IMenor3,J,2,2,otro,otro,madre,2,2,0,no,si,no,si,si,no,no,5,3,2,1,1,1,0,17
MS,M,17,U,IMenor3,S,1,0,otro,otro,madre,2,2,0,no,no,no,no,si,si,si,4,4,5,1,1,4,1,10
MS,M,18,R,IMenor3,J,1,1,en_casa,otro,madre,1,2,1,no,si,no,no,si,si,si,4,3,2,1,1,5,9,7
MS,M,16,U,IMenor3,J,3,1,otro,otro,madre,1,1,0,no,no,no,si,si,si,no,3,1,3,1,3,1,0,8
MS,M,16,U,IMenor3,J,3,2,publico,en_casa,madre,1,1,0,no,no,no,no,si,si,no,3,1,3,1,4,3,2,7
MS,M,18,U,IMayor3,J,1,1,otro,en_casa,madre,2,2,0,si,no,no,no,si,no,no,2,3,5,1,4,3,8,10
MS,M,16,R,IMenor3,J,4,4,salud,profesor,padre,1,2,0,no,no,no,si,si,si,si,4,3,3,2,3,2,0,16
MS,M,16,R,IMayor3,J,1,2,otro,otro,madre,2,1,0,no,no,no,si,si,si,no,5,4,5,1,4,2,0,15
MS,M,18,U,IMenor3,S,2,4,otro,publico,padre,1,2,1,no,si,no,no,si,si,no,2,3,2,1,3,1,8,8
MS,H,16,R,IMenor3,J,2,1,otro,publico,madre,2,2,0,no,no,no,si,si,si,no,5,2,1,1,1,2,0,0
MS,M,16,U,IMayor3,J,1,1,en_casa,otro,madre,3,2,0,no,si,no,no,si,si,no,4,3,2,1,3,5,6,8
MS,M,16,R,IMenor3,J,2,3,en_casa,publico,madre,2,2,0,no,si,no,si,si,si,no,3,3,3,1,1,2,0,10
MS,M,16,U,IMenor3,J,4,4,salud,salud,madre,1,2,0,no,si,no,no,si,si,si,4,3,4,1,2,3,4,8
MS,H,18,U,IMayor3,J,4,4,en_casa,salud,madre,1,4,0,no,si,no,si,no,si,si,5,5,5,5,5,5,2,6
MS,M,16,R,IMayor3,J,3,4,en_casa,otro,madre,3,2,0,no,si,no,no,si,no,no,4,2,1,1,1,2,2,8
MS,H,17,U,IMayor3,J,4,4,otro,publico,madre,1,3,0,no,si,no,no,si,si,no,4,4,3,1,2,5,0,16
MS,M,17,R,IMenor3,J,4,1,otro,otro,madre,1,1,0,no,no,no,no,si,si,si,4,2,3,1,2,5,1,14
MS,H,16,U,IMayor3,J,2,2,publico,publico,madre,4,3,0,no,no,no,no,si,no,no,5,1,3,2,2,3,0,10
MS,M,17,R,IMenor3,J,2,2,en_casa,otro,madre,1,1,0,no,si,si,no,si,si,no,5,1,3,1,2,5,5,9
MS,M,16,U,IMayor3,J,4,4,publico,publico,padre,2,1,0,no,si,no,no,si,no,no,5,1,3,1,2,5,1,11
MS,H,17,U,IMenor3,J,3,3,publico,publico,madre,1,1,0,no,si,no,si,si,si,no,4,1,4,5,5,3,8,9
MS,H,17,U,IMenor3,J,1,1,en_casa,publico,madre,3,2,0,no,no,no,no,si,si,si,5,1,3,3,3,1,0,10
MS,H,16,U,IMenor3,J,2,1,salud,publico,madre,2,2,0,no,no,no,no,si,si,si,4,2,2,1,4,5,2,8
MS,M,16,U,IMayor3,J,2,1,otro,publico,madre,1,2,0,no,no,no,no,si,si,si,3,2,2,1,1,3,0,16
MS,H,16,U,IMayor3,J,4,4,profesora,salud,padre,1,1,0,no,si,no,no,si,si,no,4,1,2,2,5,5,0,12
MS,H,15,R,IMenor3,J,1,2,otro,publico,madre,3,2,0,no,si,no,si,si,no,no,5,5,5,1,3,5,11,10
MS,H,15,U,IMayor3,S,2,2,otro,otro,madre,3,4,0,no,si,no,si,si,no,no,5,4,5,2,3,5,8,14
MS,H,15,U,IMayor3,S,2,1,publico,publico,madre,1,1,0,no,no,no,si,si,si,no,4,3,3,1,2,5,11,12
MS,M,16,R,IMayor3,J,2,2,otro,otro,madre,1,3,0,no,si,no,no,si,no,si,4,3,3,2,2,5,2,11
MS,M,16,U,IMayor3,J,4,1,otro,otro,madre,2,2,0,no,si,no,si,si,si,no,1,2,4,2,2,1,8,10
MS,M,17,U,IMenor3,J,3,2,en_casa,otro,madre,2,1,0,no,no,no,no,si,no,si,4,3,3,2,2,1,5,11
MS,M,17,R,IMenor3,J,2,2,otro,otro,madre,2,2,0,si,no,si,no,si,no,no,5,1,3,1,1,5,0,11
MS,M,16,U,IMenor3,J,4,4,profesora,publico,madre,2,3,0,no,si,no,no,si,si,si,5,3,5,1,4,5,1,12
MS,H,17,R,IMenor3,J,4,4,salud,otro,padre,3,1,3,no,no,no,si,si,si,si,3,3,3,1,3,5,2,8
MS,H,17,R,IMayor3,J,1,3,otro,otro,padre,2,1,0,no,no,no,si,si,no,si,5,1,2,3,3,5,2,12
MS,H,17,U,IMenor3,J,3,4,publico,otro,madre,1,2,1,no,si,no,si,si,si,si,5,4,4,3,4,5,8,8
MS,M,17,U,IMenor3,J,4,4,salud,salud,padre,1,2,0,no,si,no,no,si,si,no,5,2,5,1,1,5,0,16
MS,H,16,R,IMayor3,J,4,1,otro,en_casa,padre,1,1,0,no,no,no,no,si,si,no,4,1,2,2,1,2,0,11
MS,M,17,U,IMenor3,S,1,1,en_casa,en_casa,madre,1,2,0,no,no,no,si,si,si,si,4,5,5,1,2,3,2,11
MS,M,17,R,IMenor3,J,4,2,otro,otro,madre,2,2,0,si,si,no,no,si,si,no,4,3,3,2,3,5,0,18
MS,H,16,U,IMayor3,S,2,2,otro,publico,padre,2,2,0,no,si,no,no,si,si,si,4,1,2,2,2,5,0,13
MS,H,17,U,IMenor3,J,3,2,otro,otro,padre,2,2,0,no,si,si,no,si,si,no,4,1,2,2,2,1,0,13
MS,H,19,U,IMenor3,J,1,1,otro,otro,madre,1,2,2,no,si,no,si,no,si,no,4,4,3,3,4,4,2,10
MS,H,17,U,IMayor3,S,1,0,otro,otro,madre,1,1,0,no,no,no,no,si,no,si,4,1,2,1,1,5,4,12
MS,M,17,R,IMenor3,J,1,1,en_casa,en_casa,padre,2,1,0,no,si,no,si,no,si,si,3,5,5,2,2,4,3,10
MS,M,16,R,IMenor3,J,1,2,otro,otro,padre,1,3,0,si,si,no,no,si,si,si,4,3,4,1,1,3,5,13
MS,H,16,R,IMayor3,J,1,2,otro,en_casa,madre,1,1,0,no,no,no,no,si,no,no,4,4,4,2,4,5,4,11
MS,M,17,R,IMenor3,J,3,1,otro,otro,madre,2,2,3,no,si,no,si,si,si,si,5,4,4,1,1,5,2,10
MS,H,17,R,IMenor3,J,2,2,otro,otro,madre,2,1,0,no,no,no,si,no,no,si,5,5,5,3,5,5,0,10
MS,H,18,R,IMenor3,J,1,0,en_casa,en_casa,padre,3,1,1,si,si,no,no,si,no,no,4,3,2,1,1,4,0,13
MS,H,17,R,IMenor3,J,1,1,otro,publico,madre,2,1,0,no,si,no,si,si,si,si,4,5,5,1,3,2,0,10
MS,H,18,U,IMayor3,J,1,1,en_casa,en_casa,madre,2,2,0,no,si,no,si,si,no,no,4,3,3,1,4,5,6,10
MS,M,16,R,IMayor3,J,2,2,otro,publico,padre,1,2,0,no,no,no,si,si,no,si,5,4,3,1,1,1,0,12
MS,H,17,U,IMenor3,J,2,2,otro,otro,madre,1,1,1,no,no,no,si,si,no,si,1,2,1,2,3,5,0,0
MS,H,16,R,IMenor3,J,3,2,publico,otro,padre,2,1,0,no,no,no,no,si,si,no,4,5,5,2,3,5,2,10
MS,H,16,R,IMayor3,J,1,1,en_casa,otro,madre,2,1,0,no,no,no,si,si,si,no,4,5,5,2,4,5,0,9
MS,H,18,R,IMenor3,J,1,1,publico,otro,padre,2,1,1,no,si,no,no,no,si,si,5,3,3,2,3,5,2,9
MS,H,18,R,IMenor3,J,3,2,publico,otro,madre,1,1,1,no,no,no,no,no,si,no,2,3,1,2,2,5,0,0
MS,H,19,U,IMenor3,J,3,2,en_casa,publico,madre,2,1,3,no,no,no,si,si,no,no,3,2,1,1,1,3,4,9
MS,H,18,U,IMenor3,J,3,3,en_casa,en_casa,madre,1,2,2,no,si,no,si,no,si,no,4,4,5,1,3,3,9,8
MS,H,16,R,IMenor3,J,2,2,publico,publico,madre,2,1,0,no,si,no,si,si,si,si,5,4,3,2,4,4,6,8
MS,H,19,U,IMenor3,J,2,1,en_casa,otro,padre,2,1,3,no,no,no,si,no,si,si,4,4,3,1,3,5,4,9
MS,M,16,U,IMenor3,S,3,2,publico,en_casa,madre,2,2,2,no,si,no,si,si,no,si,2,5,5,1,1,1,8,7
MS,M,17,U,IMenor3,J,1,1,otro,en_casa,madre,1,1,0,no,si,no,si,si,no,no,4,3,2,1,2,5,9,10
MS,H,20,R,IMenor3,J,1,1,otro,otro,padre,2,1,1,no,si,no,no,no,si,si,4,4,3,2,4,4,12,10
MS,M,18,R,IMenor3,S,4,3,publico,publico,madre,1,1,0,no,si,no,no,si,si,no,5,4,4,3,4,2,8,10
MS,H,18,R,IMenor3,J,3,2,otro,otro,madre,2,1,0,no,si,no,no,si,si,no,2,5,5,5,5,5,8,11
MS,H,19,R,IMenor3,J,1,1,otro,publico,padre,3,2,1,no,no,no,no,si,si,no,5,4,4,3,3,2,8,11
MS,H,17,U,IMenor3,J,3,3,salud,otro,madre,2,2,1,no,si,no,no,si,si,no,4,5,4,2,3,3,4,10
MS,H,18,U,IMayor3,J,1,3,en_casa,publico,madre,1,1,0,no,no,no,no,no,si,si,4,3,3,2,3,3,0,9
MS,H,19,R,IMenor3,J,1,1,otro,otro,padre,3,1,1,no,si,no,no,si,si,no,4,4,4,3,3,5,4,10
MS,M,18,U,IMenor3,S,1,2,en_casa,otro,madre,2,2,2,no,si,no,no,si,no,no,4,3,3,1,1,5,2,8
MS,M,19,U,IMayor3,S,1,1,en_casa,otro,madre,1,1,0,no,si,no,no,no,no,no,1,4,4,1,1,5,0,7
MS,M,18,R,IMenor3,J,2,2,otro,otro,madre,2,1,1,no,no,no,no,no,si,si,5,5,5,1,1,3,0,0
MS,M,17,R,IMenor3,J,0,0,en_casa,otro,madre,2,1,0,no,si,no,no,si,si,no,4,4,3,1,1,5,0,11
MS,M,17,R,IMayor3,S,3,1,otro,en_casa,padre,2,3,0,no,si,si,no,no,no,no,4,2,3,2,2,3,5,8
MS,M,17,U,IMenor3,J,4,2,profesora,publico,madre,1,2,0,si,si,no,si,si,si,no,5,5,5,1,3,5,0,0
MS,M,18,R,IMayor3,J,2,2,publico,publico,madre,1,2,1,no,si,no,si,si,si,no,2,3,3,1,2,4,3,8
MS,M,17,U,IMenor3,J,4,1,salud,en_casa,madre,1,1,0,no,si,no,no,si,no,si,3,2,2,1,1,5,0,9
MS,M,17,U,IMayor3,J,1,2,en_casa,otro,padre,1,1,0,no,no,no,no,si,si,no,5,5,1,1,1,3,0,10
MS,M,18,U,IMenor3,J,1,1,otro,otro,madre,3,2,2,no,no,no,si,si,no,si,3,4,4,2,2,5,3,7
MS,M,18,U,IMenor3,J,2,2,publico,en_casa,padre,2,2,0,no,no,no,si,si,si,no,4,3,5,1,1,1,2,14
MS,M,17,U,IMenor3,J,3,3,publico,publico,madre,2,1,0,no,si,no,no,si,si,no,4,4,3,1,1,4,0,13
MS,M,18,U,IMayor3,S,1,2,en_casa,otro,madre,2,2,0,no,no,no,no,si,si,no,4,4,3,1,2,4,0,14
MS,M,18,U,IMenor3,J,4,4,profesora,profesor,madre,2,2,0,no,no,no,si,si,si,no,4,3,5,1,2,1,0,18
MS,H,18,U,IMayor3,J,4,4,publico,otro,madre,1,1,0,no,si,no,si,si,si,no,5,4,5,1,1,5,3,17
MS,M,17,U,IMenor3,J,4,2,otro,otro,madre,2,2,0,no,si,no,no,si,si,no,4,3,3,1,2,4,0,18
MS,M,18,R,IMenor3,J,2,2,en_casa,otro,madre,3,2,1,no,no,no,si,si,no,si,4,3,3,1,1,4,0,0
MS,H,18,U,IMayor3,J,1,2,en_casa,publico,madre,2,1,0,no,si,no,no,si,no,no,4,1,4,5,5,1,8,11
MS,H,18,R,IMenor3,J,4,4,en_casa,publico,madre,3,1,0,no,si,si,si,si,si,si,2,5,5,1,1,1,5,14
MS,H,17,R,IMenor3,J,1,1,otro,publico,padre,3,1,0,no,no,no,no,no,no,no,4,2,3,3,4,4,4,14
MS,M,18,U,IMenor3,J,2,2,otro,otro,madre,2,2,0,no,si,no,no,si,si,si,1,3,1,1,1,2,4,10
MS,M,18,U,IMayor3,J,2,2,publico,publico,padre,2,3,0,no,no,no,no,si,si,si,5,4,5,1,4,3,0,13
MS,M,18,R,IMayor3,S,4,2,profesora,otro,madre,1,2,0,no,no,no,si,si,si,si,5,3,1,1,1,5,0,0
MS,M,18,U,IMenor3,J,1,1,en_casa,publico,madre,3,2,1,no,no,no,no,no,no,no,4,4,2,1,2,2,2,10
MS,M,19,U,IMenor3,J,1,1,en_casa,publico,padre,2,1,1,no,no,no,no,no,no,no,5,5,5,2,3,2,0,0
MS,M,17,U,IMenor3,J,4,2,profesora,otro,padre,2,4,0,no,no,no,no,si,si,si,4,2,3,3,1,5,0,18
MS,M,17,R,IMayor3,S,2,1,publico,otro,madre,2,2,0,no,no,no,si,si,si,si,5,3,3,1,2,2,5,12
MS,M,18,U,IMayor3,S,1,1,en_casa,publico,madre,1,2,0,no,no,no,no,si,no,si,5,2,3,1,2,3,2,11
MS,M,18,U,IMenor3,J,1,2,en_casa,en_casa,padre,2,2,0,no,si,no,no,no,no,no,4,1,1,1,1,4,0,12
MS,M,19,R,IMenor3,S,1,1,en_casa,en_casa,padre,2,2,3,no,si,no,si,no,no,si,3,5,4,1,4,1,0,0
MS,M,18,R,IMenor3,J,2,2,publico,otro,madre,2,3,0,no,no,no,no,si,si,si,4,2,1,1,1,4,5,15
MS,H,17,R,IMenor3,J,4,3,publico,otro,madre,2,2,1,no,si,si,si,si,si,si,4,5,5,1,3,2,4,11
MS,M,18,U,IMenor3,J,3,3,publico,publico,padre,1,2,0,no,si,no,no,si,no,si,5,3,4,1,1,5,0,10
MS,M,17,R,IMenor3,J,4,4,profesora,publico,padre,2,2,0,no,si,si,si,si,si,no,4,3,3,1,2,5,2,12
MS,M,17,U,IMayor3,S,3,2,publico,otro,madre,2,2,0,no,no,no,no,si,no,si,1,2,3,1,2,5,0,15
MS,H,18,U,IMayor3,J,1,1,otro,publico,padre,2,1,0,no,no,no,no,si,si,si,3,3,2,1,2,3,2,14
